,Modeltype,Scoretype,Datatype,Mean absolute error (mae),Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),Featuretype,Selection_size,Selection_method
4358,SVR,pKd pKi pIC50,all,1.520854257601828,3.5440253563402004,0.8842744934352154,0.508013,[0.432 ~ 0.577],0.247702,final,size55,r regression 
4359,DecisionTree,pKd pKi pIC50,all,1.921438596491228,5.5473021052631575,1.7559499155382343,0.295349,[0.204 ~ 0.382],-0.177538,final,size55,r regression 
4360,RandomForest,pKd pKi pIC50,all,1.4827508771929827,3.3758841929122805,0.9270238191703616,0.54616,[0.474 ~ 0.611],0.283393,final,size55,r regression 
4361,XGBoost,pKd pKi pIC50,all,1.4915665661326625,3.3706053787284787,1.330140233039856,0.545121,[0.473 ~ 0.61],0.284514,final,size55,r regression 
4362,linearRegression,pKd pKi pIC50,all,2.56652021546296,355.565505668628,18.583834613448317,-0.059857,[-0.157 ~ 0.038],-74.476692,GAP,size55,r regression 
4363,Ridge,pKd pKi pIC50,all,1.4268743270605644,3.163045028413686,1.0156057274029169,0.599557,[0.533 ~ 0.659],0.328573,GAP,size55,r regression 
4364,Lasso,pKd pKi pIC50,all,1.422376794726881,3.134941872401903,1.006087163279967,0.605714,[0.54 ~ 0.664],0.334539,GAP,size55,r regression 
4365,ElasticNet,pKd pKi pIC50,all,1.425011265188146,3.1543551578208637,1.0196952711684226,0.60147,[0.535 ~ 0.66],0.330418,GAP,size55,r regression 
4366,SVR,pKd pKi pIC50,all,1.429641322302332,3.23783288589228,0.9740210970716584,0.573849,[0.504 ~ 0.636],0.312698,GAP,size55,r regression 
4367,DecisionTree,pKd pKi pIC50,all,1.7445964912280705,4.839075438596492,1.809533904539354,0.400856,[0.316 ~ 0.48],-0.027201,GAP,size55,r regression 
4368,RandomForest,pKd pKi pIC50,all,1.3467926315789476,2.774726626491228,1.075184200003292,0.662703,[0.604 ~ 0.714],0.411003,GAP,size55,r regression 
4369,XGBoost,pKd pKi pIC50,all,1.4866827191804584,3.4549400792023257,1.459789156913757,0.541832,[0.469 ~ 0.607],0.266612,GAP,size55,r regression 
4370,linearRegression,pKd pKi pIC50,all,1.583977014828157,3.7723330957932455,0.962377266648416,0.452587,[0.371 ~ 0.527],0.199238,final,size55,mutual info regression
4371,Ridge,pKd pKi pIC50,all,1.5761282188074164,3.7431419630655256,0.9410652730172858,0.461316,[0.381 ~ 0.535],0.205435,final,size55,mutual info regression
4372,Lasso,pKd pKi pIC50,all,1.5762680465816723,3.737544505366768,0.8950916441488489,0.466178,[0.386 ~ 0.539],0.206623,final,size55,mutual info regression
4373,ElasticNet,pKd pKi pIC50,all,1.57499399901087,3.732650838119405,0.8910631432397905,0.467735,[0.388 ~ 0.541],0.207662,final,size55,mutual info regression
4374,SVR,pKd pKi pIC50,all,1.5331200271054095,3.5870982959414945,0.9783254792077748,0.491431,[0.414 ~ 0.562],0.238559,final,size55,mutual info regression
4375,DecisionTree,pKd pKi pIC50,all,2.0185263157894737,6.289960701754386,1.818648477581848,0.219383,[0.124 ~ 0.31],-0.335184,final,size55,mutual info regression
4376,RandomForest,pKd pKi pIC50,all,1.458664210526316,3.2739720264912275,1.0221094828389,0.559864,[0.489 ~ 0.623],0.305027,final,size55,mutual info regression
4377,XGBoost,pKd pKi pIC50,all,1.473355526773553,3.234361139836612,1.31436288356781,0.5616,[0.491 ~ 0.625],0.313435,final,size55,mutual info regression
4378,linearRegression,pKd pKi pIC50,all,1.4233993816264874,3.0835328846354355,0.9302576885759553,0.624906,[0.562 ~ 0.681],0.345452,GAP,size55,mutual info regression
4379,Ridge,pKd pKi pIC50,all,1.4237384870316585,3.080523681355794,0.9223731392717338,0.62662,[0.563 ~ 0.683],0.34609,GAP,size55,mutual info regression
4380,Lasso,pKd pKi pIC50,all,1.4226619573028425,3.079958534879205,0.9113617572170734,0.628115,[0.565 ~ 0.684],0.34621,GAP,size55,mutual info regression
4381,ElasticNet,pKd pKi pIC50,all,1.424392167504941,3.0816619728725687,0.907680825142324,0.628151,[0.565 ~ 0.684],0.345849,GAP,size55,mutual info regression
4382,SVR,pKd pKi pIC50,all,1.374312660791817,3.0136821210712594,1.0985197715502104,0.614246,[0.55 ~ 0.672],0.360279,GAP,size55,mutual info regression
4383,DecisionTree,pKd pKi pIC50,all,1.8411929824561404,5.539985263157894,1.816385824268588,0.315188,[0.224 ~ 0.401],-0.175985,GAP,size55,mutual info regression
4384,RandomForest,pKd pKi pIC50,all,1.3223950877192985,2.7316277073684208,1.079592571631514,0.672155,[0.615 ~ 0.722],0.420151,GAP,size55,mutual info regression
4385,XGBoost,pKd pKi pIC50,all,1.404974876838818,3.1434078302030533,1.3305095434188845,0.596979,[0.53 ~ 0.656],0.332742,GAP,size55,mutual info regression
4386,linearRegression,pKd pKi pIC50,all,158245.27872644804,7136709962766.888,2666771.4135249,0.079731,[-0.018 ~ 0.176],-1514925519210.8486,final,size60,f regression 
4387,Ridge,pKd pKi pIC50,all,1.562570426942019,4.13969719504177,1.106612387315948,0.373985,[0.287 ~ 0.455],0.121257,final,size60,f regression 
4388,Lasso,pKd pKi pIC50,all,1.542916014776258,3.7420797450090952,0.936480780337954,0.454083,[0.373 ~ 0.528],0.20566,final,size60,f regression 
4389,ElasticNet,pKd pKi pIC50,all,1.543104971367762,3.738404555420931,0.8922311415103826,0.457178,[0.376 ~ 0.531],0.20644,final,size60,f regression 
4390,SVR,pKd pKi pIC50,all,1.506818378292773,3.403498654162274,0.865394871614428,0.547737,[0.476 ~ 0.613],0.277532,final,size60,f regression 
4391,DecisionTree,pKd pKi pIC50,all,1.832,5.399496842105263,1.847989068199117,0.340051,[0.251 ~ 0.424],-0.146163,final,size60,f regression 
4392,RandomForest,pKd pKi pIC50,all,1.465617894736842,3.3059982854385965,0.9187920263727766,0.56423,[0.494 ~ 0.627],0.298228,final,size60,f regression 
4393,XGBoost,pKd pKi pIC50,all,1.578959057490031,3.9769724556752735,1.2853949069976809,0.427799,[0.345 ~ 0.504],0.155799,final,size60,f regression 
4394,linearRegression,pKd pKi pIC50,all,97973.36947197052,2735567724573.0664,1651051.1217690487,0.079731,[-0.018 ~ 0.176],-580685130417.462,GAP,size60,f regression 
4395,Ridge,pKd pKi pIC50,all,1.5671137064827434,4.153552141755096,1.0913971428286646,0.369544,[0.282 ~ 0.451],0.118316,GAP,size60,f regression 
4396,Lasso,pKd pKi pIC50,all,1.554129580382434,3.771825938680396,0.9068943840857464,0.449033,[0.368 ~ 0.524],0.199346,GAP,size60,f regression 
4397,ElasticNet,pKd pKi pIC50,all,1.5537612185140883,3.777639987669948,0.9195708470608098,0.447016,[0.365 ~ 0.522],0.198112,GAP,size60,f regression 
4398,SVR,pKd pKi pIC50,all,1.5227881042514833,3.459145790775454,0.9587454030400095,0.523683,[0.449 ~ 0.591],0.265719,GAP,size60,f regression 
4399,DecisionTree,pKd pKi pIC50,all,1.8486315789473684,5.507004912280702,1.7971483461030402,0.312184,[0.221 ~ 0.398],-0.168984,GAP,size60,f regression 
4400,RandomForest,pKd pKi pIC50,all,1.4676677192982457,3.3040696951929824,1.0012964358353729,0.555832,[0.484 ~ 0.62],0.298638,GAP,size60,f regression 
4401,XGBoost,pKd pKi pIC50,all,1.4567916384914468,3.3197590322974446,1.251002073287964,0.546146,[0.474 ~ 0.611],0.295307,GAP,size60,f regression 
4402,linearRegression,pKd pKi pIC50,all,3.352296713712552,921.7252359498992,30.07337440858794,-0.076727,[-0.173 ~ 0.021],-194.656695,final,size60,r regression 
4403,Ridge,pKd pKi pIC50,all,1.5359608586428306,3.6154527309281006,0.939370511934066,0.490201,[0.412 ~ 0.561],0.23254,final,size60,r regression 
4404,Lasso,pKd pKi pIC50,all,1.5455830191991808,3.637947596495843,0.8839175784128958,0.483713,[0.405 ~ 0.555],0.227765,final,size60,r regression 
4405,ElasticNet,pKd pKi pIC50,all,1.5384604222449385,3.620663755077425,0.9006560526840536,0.487236,[0.409 ~ 0.558],0.231434,final,size60,r regression 
4406,SVR,pKd pKi pIC50,all,1.5449904725439043,3.657979009022149,0.8788215167808592,0.478467,[0.399 ~ 0.55],0.223513,final,size60,r regression 
4407,DecisionTree,pKd pKi pIC50,all,2.0123157894736843,6.16241649122807,1.7749822810034668,0.220968,[0.126 ~ 0.312],-0.30811,final,size60,r regression 
4408,RandomForest,pKd pKi pIC50,all,1.4689322807017544,3.318089053789474,0.9171636477492576,0.561789,[0.491 ~ 0.625],0.295662,final,size60,r regression 
4409,XGBoost,pKd pKi pIC50,all,1.4999608052571614,3.456024427836255,1.3501932621002195,0.527583,[0.453 ~ 0.595],0.266382,final,size60,r regression 
4410,linearRegression,pKd pKi pIC50,all,3.1157438839867155,787.0268908650776,27.78260141548192,-0.070692,[-0.167 ~ 0.027],-166.063973,GAP,size60,r regression 
4411,Ridge,pKd pKi pIC50,all,1.4377290677565588,3.243657672125611,1.0167985473676118,0.578762,[0.51 ~ 0.64],0.311461,GAP,size60,r regression 
4412,Lasso,pKd pKi pIC50,all,1.4358892960865088,3.233440264503244,1.0138815216869368,0.580936,[0.512 ~ 0.642],0.31363,GAP,size60,r regression 
4413,ElasticNet,pKd pKi pIC50,all,1.434691499066615,3.221750202813435,1.0013552842873303,0.583035,[0.515 ~ 0.644],0.316112,GAP,size60,r regression 
4414,SVR,pKd pKi pIC50,all,1.4319213158531117,3.2617402154224453,0.9859869206206324,0.565903,[0.496 ~ 0.629],0.307623,GAP,size60,r regression 
4415,DecisionTree,pKd pKi pIC50,all,1.6724912280701754,4.458237192982456,1.8188300894885847,0.451732,[0.37 ~ 0.526],0.05364,GAP,size60,r regression 
4416,RandomForest,pKd pKi pIC50,all,1.338982456140351,2.72750953122807,1.0892049268437205,0.67133,[0.614 ~ 0.722],0.421025,GAP,size60,r regression 
4417,XGBoost,pKd pKi pIC50,all,1.443483443143075,3.205142071649259,1.4706367254257202,0.581993,[0.514 ~ 0.643],0.319637,GAP,size60,r regression 
4418,linearRegression,pKd pKi pIC50,all,1.5466461597556618,3.556483638742923,0.9289866987372644,0.501757,[0.425 ~ 0.571],0.245057,final,size60,mutual info regression
4419,Ridge,pKd pKi pIC50,all,1.546969179668115,3.557460439988167,0.9261809887159274,0.501727,[0.425 ~ 0.571],0.24485,final,size60,mutual info regression
4420,Lasso,pKd pKi pIC50,all,1.5397197873847892,3.527237065261967,0.8918212245693374,0.51322,[0.438 ~ 0.582],0.251265,final,size60,mutual info regression
4421,ElasticNet,pKd pKi pIC50,all,1.5425548993534983,3.540217748732571,0.9051430738022004,0.508174,[0.432 ~ 0.577],0.24851,final,size60,mutual info regression
4422,SVR,pKd pKi pIC50,all,1.5052884316254198,3.4811717483534728,1.031703344841514,0.512465,[0.437 ~ 0.581],0.261044,final,size60,mutual info regression
4423,DecisionTree,pKd pKi pIC50,all,1.730982456140351,5.038752631578948,1.859110122483957,0.387724,[0.302 ~ 0.468],-0.069587,final,size60,mutual info regression
4424,RandomForest,pKd pKi pIC50,all,1.4334077192982455,3.1414883614035083,0.9976945740503168,0.592599,[0.525 ~ 0.652],0.333149,final,size60,mutual info regression
4425,XGBoost,pKd pKi pIC50,all,1.4233347838886996,2.995623143045347,1.3378199338912964,0.605593,[0.54 ~ 0.664],0.364112,final,size60,mutual info regression
4426,linearRegression,pKd pKi pIC50,all,1.4325727243301252,3.1172868103988054,0.9320615251687336,0.619302,[0.555 ~ 0.676],0.338286,GAP,size60,mutual info regression
4427,Ridge,pKd pKi pIC50,all,1.424082884811796,3.095102418028783,0.9152565719108496,0.626836,[0.564 ~ 0.683],0.342996,GAP,size60,mutual info regression
4428,Lasso,pKd pKi pIC50,all,1.416690195865861,3.055617957970348,0.8962741513016678,0.638866,[0.577 ~ 0.693],0.351377,GAP,size60,mutual info regression
4429,ElasticNet,pKd pKi pIC50,all,1.4220864267113669,3.080122353299332,0.9045517563617588,0.631228,[0.569 ~ 0.687],0.346175,GAP,size60,mutual info regression
4430,SVR,pKd pKi pIC50,all,1.367225785793145,2.9968641885233684,1.0999643504015044,0.622238,[0.559 ~ 0.679],0.363849,GAP,size60,mutual info regression
4431,DecisionTree,pKd pKi pIC50,all,1.841438596491228,5.488565263157895,1.8312025673640904,0.326182,[0.236 ~ 0.411],-0.16507,GAP,size60,mutual info regression
4432,RandomForest,pKd pKi pIC50,all,1.2860235087719298,2.594576160245614,1.121059156634005,0.694159,[0.64 ~ 0.742],0.449243,GAP,size60,mutual info regression
4433,XGBoost,pKd pKi pIC50,all,1.346891589047616,2.8981691375402927,1.2939480543136597,0.632461,[0.57 ~ 0.688],0.384799,GAP,size60,mutual info regression
4434,linearRegression,pKd pKi pIC50,all,155344.12234696088,6877350511011.806,2617865.6586241727,0.079731,[-0.018 ~ 0.176],-1459870703453.6675,final,size65,f regression 
4435,Ridge,pKd pKi pIC50,all,1.5665801771386865,4.124941566945626,1.1060159805875052,0.377244,[0.29 ~ 0.458],0.124389,final,size65,f regression 
4436,Lasso,pKd pKi pIC50,all,1.546407146218678,3.744062966810242,0.94298186652869,0.453526,[0.372 ~ 0.528],0.205239,final,size65,f regression 
4437,ElasticNet,pKd pKi pIC50,all,1.546903855250573,3.741511914188564,0.9038871747005088,0.455626,[0.375 ~ 0.53],0.205781,final,size65,f regression 
4438,SVR,pKd pKi pIC50,all,1.5111394436085617,3.480214049993979,0.9054151037609048,0.522273,[0.447 ~ 0.59],0.261247,final,size65,f regression 
4439,DecisionTree,pKd pKi pIC50,all,1.906842105263158,6.006591929824562,1.7536997584309686,0.23616,[0.142 ~ 0.326],-0.275033,final,size65,f regression 
4440,RandomForest,pKd pKi pIC50,all,1.4531905263157894,3.272571373508772,0.915978434228763,0.573382,[0.504 ~ 0.635],0.305324,final,size65,f regression 
4441,XGBoost,pKd pKi pIC50,all,1.502241599233527,3.4166596075779587,1.3118577003479004,0.530099,[0.456 ~ 0.597],0.274738,final,size65,f regression 
4442,linearRegression,pKd pKi pIC50,all,146173.89667578318,6089414457467.709,2463341.0050013005,0.079731,[-0.018 ~ 0.176],-1292613740336.4155,GAP,size65,f regression 
4443,Ridge,pKd pKi pIC50,all,1.554205813881866,4.10111414127196,1.1438701066878625,0.386775,[0.3 ~ 0.467],0.129447,GAP,size65,f regression 
4444,Lasso,pKd pKi pIC50,all,1.5336657935304596,3.6856550137039736,0.9688801820728358,0.467226,[0.387 ~ 0.54],0.217638,GAP,size65,f regression 
4445,ElasticNet,pKd pKi pIC50,all,1.5333085954210088,3.687271414895884,0.956784125147662,0.466893,[0.387 ~ 0.54],0.217295,GAP,size65,f regression 
4446,SVR,pKd pKi pIC50,all,1.5000473742013514,3.378598351486524,0.9918632976219124,0.537941,[0.465 ~ 0.604],0.282817,GAP,size65,f regression 
4447,DecisionTree,pKd pKi pIC50,all,1.7952280701754386,5.331302456140351,1.9001004868860745,0.365616,[0.278 ~ 0.447],-0.131688,GAP,size65,f regression 
4448,RandomForest,pKd pKi pIC50,all,1.4305459649122807,3.1040047614736843,1.0010598219279223,0.600401,[0.534 ~ 0.659],0.341106,GAP,size65,f regression 
4449,XGBoost,pKd pKi pIC50,all,1.4295166958926016,3.1495518551757677,1.2987759113311768,0.581179,[0.513 ~ 0.642],0.331438,GAP,size65,f regression 
4450,linearRegression,pKd pKi pIC50,all,3.28916413649344,856.5502599466444,28.979276072927476,-0.076119,[-0.172 ~ 0.022],-180.821855,final,size65,r regression 
4451,Ridge,pKd pKi pIC50,all,1.5326524559769674,3.596044608898365,0.943511654176968,0.493409,[0.416 ~ 0.564],0.23666,final,size65,r regression 
4452,Lasso,pKd pKi pIC50,all,1.529716016562087,3.582447130387798,0.925787300064254,0.496655,[0.419 ~ 0.567],0.239546,final,size65,r regression 
4453,ElasticNet,pKd pKi pIC50,all,1.5296869804553257,3.5836903985044235,0.9278510524863478,0.496136,[0.419 ~ 0.566],0.239282,final,size65,r regression 
4454,SVR,pKd pKi pIC50,all,1.541532843683341,3.624087271285,0.906030546251086,0.485059,[0.407 ~ 0.556],0.230707,final,size65,r regression 
4455,DecisionTree,pKd pKi pIC50,all,1.8116140350877197,5.283472631578948,1.7909902806234828,0.339948,[0.251 ~ 0.424],-0.121535,final,size65,r regression 
4456,RandomForest,pKd pKi pIC50,all,1.4641898245614036,3.303126366140351,0.9817498440479068,0.557492,[0.486 ~ 0.621],0.298838,final,size65,r regression 
4457,XGBoost,pKd pKi pIC50,all,1.5193212737033244,3.4294774792148037,1.3698525428771973,0.531545,[0.458 ~ 0.598],0.272017,final,size65,r regression 
4458,linearRegression,pKd pKi pIC50,all,3.000770562005145,679.1141866568174,25.78735143720903,-0.069069,[-0.166 ~ 0.029],-143.1571,GAP,size65,r regression 
4459,Ridge,pKd pKi pIC50,all,1.4337867992646471,3.2236263495642863,1.022153193189644,0.580179,[0.512 ~ 0.641],0.315714,GAP,size65,r regression 
4460,Lasso,pKd pKi pIC50,all,1.432597533063647,3.2154487933963725,1.0177347762424975,0.582563,[0.514 ~ 0.644],0.317449,GAP,size65,r regression 
4461,ElasticNet,pKd pKi pIC50,all,1.4315102581997097,3.2062912247193527,1.0096562864642813,0.584413,[0.516 ~ 0.645],0.319393,GAP,size65,r regression 
4462,SVR,pKd pKi pIC50,all,1.430280423327607,3.244393708908595,0.9968593415287786,0.568626,[0.499 ~ 0.631],0.311305,GAP,size65,r regression 
4463,DecisionTree,pKd pKi pIC50,all,1.869894736842105,5.341494035087719,1.775815542815543,0.333546,[0.244 ~ 0.418],-0.133851,GAP,size65,r regression 
4464,RandomForest,pKd pKi pIC50,all,1.3336470175438595,2.703483885614035,1.1095433160603043,0.672696,[0.615 ~ 0.723],0.426125,GAP,size65,r regression 
4465,XGBoost,pKd pKi pIC50,all,1.4097298773213438,3.043617648062787,1.4760777950286863,0.605855,[0.54 ~ 0.664],0.353924,GAP,size65,r regression 
4466,linearRegression,pKd pKi pIC50,all,1.6052300100064358,3.992902392174837,1.088985910135553,0.408969,[0.324 ~ 0.487],0.152418,final,size65,mutual info regression
4467,Ridge,pKd pKi pIC50,all,1.5873248722505575,3.9205227459198126,1.0505095333071477,0.423437,[0.34 ~ 0.5],0.167782,final,size65,mutual info regression
4468,Lasso,pKd pKi pIC50,all,1.570640750347282,3.780951630136944,0.9743733894734402,0.453933,[0.373 ~ 0.528],0.197409,final,size65,mutual info regression
4469,ElasticNet,pKd pKi pIC50,all,1.570337697901972,3.780163449669844,0.9682142647163122,0.453979,[0.373 ~ 0.528],0.197576,final,size65,mutual info regression
4470,SVR,pKd pKi pIC50,all,1.5616269811679455,3.7707965970152544,1.0208638130365957,0.450095,[0.369 ~ 0.525],0.199565,final,size65,mutual info regression
4471,DecisionTree,pKd pKi pIC50,all,1.7739649122807015,5.279248421052632,1.8432773661187496,0.353641,[0.265 ~ 0.436],-0.120638,final,size65,mutual info regression
4472,RandomForest,pKd pKi pIC50,all,1.4306719298245618,3.1551399220701755,1.0026537637265058,0.590304,[0.523 ~ 0.65],0.330251,final,size65,mutual info regression
4473,XGBoost,pKd pKi pIC50,all,1.5095776672028658,3.480257280996541,1.370325207710266,0.522658,[0.448 ~ 0.59],0.261238,final,size65,mutual info regression
4474,linearRegression,pKd pKi pIC50,all,1.4334810837681211,3.104087021593116,0.9401791198157792,0.614619,[0.55 ~ 0.672],0.341088,GAP,size65,mutual info regression
4475,Ridge,pKd pKi pIC50,all,1.435027499221952,3.1040361884677066,0.9355874297781124,0.615181,[0.551 ~ 0.672],0.341099,GAP,size65,mutual info regression
4476,Lasso,pKd pKi pIC50,all,1.4330165728607174,3.099382368423956,0.9276634682497132,0.617224,[0.553 ~ 0.674],0.342087,GAP,size65,mutual info regression
4477,ElasticNet,pKd pKi pIC50,all,1.4343965341125882,3.1012025374494727,0.928271158277773,0.616737,[0.552 ~ 0.674],0.341701,GAP,size65,mutual info regression
4478,SVR,pKd pKi pIC50,all,1.404275567097222,3.203058749390016,1.0645917999997965,0.574311,[0.505 ~ 0.636],0.320079,GAP,size65,mutual info regression
4479,DecisionTree,pKd pKi pIC50,all,1.702526315789474,4.732029473684211,1.841365477516976,0.422459,[0.339 ~ 0.499],-0.004479,GAP,size65,mutual info regression
4480,RandomForest,pKd pKi pIC50,all,1.2698070175438596,2.5874644016140342,1.1409306742342222,0.692448,[0.638 ~ 0.74],0.450753,GAP,size65,mutual info regression
4481,XGBoost,pKd pKi pIC50,all,1.3228336267973246,2.860788622284727,1.408252239227295,0.629088,[0.566 ~ 0.685],0.392734,GAP,size65,mutual info regression
4482,linearRegression,pKd pKi pIC50,all,144320.45236477657,5935877001198.186,2432087.680886033,0.079731,[-0.018 ~ 0.176],-1260021998221.202,final,size70,f regression 
4483,Ridge,pKd pKi pIC50,all,1.5555765098262044,4.063155838182079,1.098533555055951,0.389054,[0.303 ~ 0.469],0.137505,final,size70,f regression 
4484,Lasso,pKd pKi pIC50,all,1.5476653104014653,3.7001994605913247,0.8561862245222618,0.470345,[0.391 ~ 0.543],0.21455,final,size70,f regression 
4485,ElasticNet,pKd pKi pIC50,all,1.5443361630985988,3.7135028248513904,0.8910559582589743,0.464262,[0.384 ~ 0.538],0.211726,final,size70,f regression 
4486,SVR,pKd pKi pIC50,all,1.4992742822720118,3.446656577724518,0.930400360960172,0.528549,[0.454 ~ 0.595],0.26837,final,size70,f regression 
