,Modeltype,Scoretype,Datatype,Mean squared error (mse),Standard Diviation (SD),Pearson correlation coefficient (r),90% Confidence interval,Coefficient of determination (r²),add. information
8439,SVR,Affinity Data Value,kd,1131446998524.2195,26.406974901977016,0.317706,[0.227 ~ 0.403],-0.065218,GAP size30 r regression
8440,DecisionTree,Affinity Data Value,kd,1106073366840.556,167744.13626039284,0.093298,[-0.004 ~ 0.189],-0.04133,GAP size30 r regression
8441,RandomForest,Affinity Data Value,kd,1082515883586.6487,70552.41829843089,0.198349,[0.103 ~ 0.29],-0.019151,GAP size30 r regression
8442,XGBoost,Affinity Data Value,kd,1105015827143.152,90329.3203125,0.106495,[0.009 ~ 0.202],-0.040334,GAP size30 r regression
8443,linearRegression,Affinity Data Value,kd,1092757759677.4562,47590.16036813516,0.259313,[0.166 ~ 0.348],-0.028794,slim size30 r regression
8444,Ridge,Affinity Data Value,kd,1092096798922.193,46450.81397587123,0.265166,[0.172 ~ 0.354],-0.028171,slim size30 r regression
8445,Lasso,Affinity Data Value,kd,1089197935787.3615,40512.15546505496,0.307474,[0.216 ~ 0.393],-0.025442,slim size30 r regression
8446,ElasticNet,Affinity Data Value,kd,1097746464244.9285,16146.772312488965,0.345444,[0.256 ~ 0.429],-0.03349,slim size30 r regression
8447,SVR,Affinity Data Value,kd,1131442739907.275,39.939327437041165,0.368858,[0.281 ~ 0.45],-0.065214,slim size30 r regression
8448,DecisionTree,Affinity Data Value,kd,1134122655820.1023,162752.8791399853,-0.000708,[-0.098 ~ 0.097],-0.067737,slim size30 r regression
8449,RandomForest,Affinity Data Value,kd,1077686272233.4724,121978.85309845179,0.154084,[0.057 ~ 0.248],-0.014604,slim size30 r regression
8450,XGBoost,Affinity Data Value,kd,1094892500606.3835,107217.8359375,0.14416,[0.047 ~ 0.238],-0.030804,slim size30 r regression
8451,linearRegression,Affinity Data Value,kd,1088315237956.5237,47632.74030643972,0.227028,[0.132 ~ 0.318],-0.024611,final size30 mutual info regression
8452,Ridge,Affinity Data Value,kd,1088653912828.8901,45518.815583004354,0.237749,[0.143 ~ 0.328],-0.02493,final size30 mutual info regression
8453,Lasso,Affinity Data Value,kd,1091244780633.5454,29347.53983937347,0.32361,[0.233 ~ 0.408],-0.027369,final size30 mutual info regression
8454,ElasticNet,Affinity Data Value,kd,1099593283145.6301,16004.81558348778,0.313153,[0.222 ~ 0.399],-0.035229,final size30 mutual info regression
8455,SVR,Affinity Data Value,kd,1131438674504.1953,42.86864318274753,0.347733,[0.259 ~ 0.431],-0.06521,final size30 mutual info regression
8456,DecisionTree,Affinity Data Value,kd,1366925371098.7356,533666.4986770628,0.001306,[-0.096 ~ 0.099],-0.286913,final size30 mutual info regression
8457,RandomForest,Affinity Data Value,kd,1070163489148.4507,153828.45606956523,0.159718,[0.063 ~ 0.253],-0.007522,final size30 mutual info regression
8458,XGBoost,Affinity Data Value,kd,1096594154144.418,169318.203125,0.129983,[0.033 ~ 0.225],-0.032406,final size30 mutual info regression
8459,linearRegression,Affinity Data Value,kd,1095851620385.0212,43551.02570814791,0.226371,[0.132 ~ 0.317],-0.031706,GAP size30 mutual info regression
8460,Ridge,Affinity Data Value,kd,1095514019539.5377,42354.41825711538,0.236541,[0.142 ~ 0.327],-0.031389,GAP size30 mutual info regression
8461,Lasso,Affinity Data Value,kd,1090382144821.8676,33487.50890950214,0.308726,[0.218 ~ 0.394],-0.026557,GAP size30 mutual info regression
8462,ElasticNet,Affinity Data Value,kd,1097697214200.2872,17447.262048379554,0.321636,[0.231 ~ 0.407],-0.033444,GAP size30 mutual info regression
8463,SVR,Affinity Data Value,kd,1131438657033.4817,48.63684876684878,0.308141,[0.217 ~ 0.394],-0.06521,GAP size30 mutual info regression
8464,DecisionTree,Affinity Data Value,kd,1115333475771.564,195947.10908947253,0.080938,[-0.017 ~ 0.177],-0.050048,GAP size30 mutual info regression
8465,RandomForest,Affinity Data Value,kd,1075902518760.691,113682.73964171384,0.167098,[0.071 ~ 0.26],-0.012925,GAP size30 mutual info regression
8466,XGBoost,Affinity Data Value,kd,1117077261952.7966,95179.546875,0.049964,[-0.048 ~ 0.147],-0.05169,GAP size30 mutual info regression
8467,linearRegression,Affinity Data Value,kd,1091986898714.2764,43356.22298812683,0.27719,[0.185 ~ 0.365],-0.028068,slim size30 mutual info regression
8468,Ridge,Affinity Data Value,kd,1091339085908.3384,42446.70267015431,0.283738,[0.191 ~ 0.371],-0.027458,slim size30 mutual info regression
8469,Lasso,Affinity Data Value,kd,1090365530827.2021,41071.19087635221,0.293273,[0.201 ~ 0.38],-0.026542,slim size30 mutual info regression
8470,ElasticNet,Affinity Data Value,kd,1096336082974.1581,19189.061901993857,0.326819,[0.237 ~ 0.411],-0.032163,slim size30 mutual info regression
8471,SVR,Affinity Data Value,kd,1131434124760.0225,47.63024673162096,0.367226,[0.28 ~ 0.449],-0.065206,slim size30 mutual info regression
8472,DecisionTree,Affinity Data Value,kd,1119564388072.414,154537.12231852813,0.049964,[-0.048 ~ 0.147],-0.054031,slim size30 mutual info regression
8473,RandomForest,Affinity Data Value,kd,1066481809394.082,114994.10543280993,0.206669,[0.111 ~ 0.298],-0.004056,slim size30 mutual info regression
8474,XGBoost,Affinity Data Value,kd,1117582900122.293,115565.6015625,0.044322,[-0.054 ~ 0.141],-0.052166,slim size30 mutual info regression
8475,linearRegression,Affinity Data Value,kd,7.111374268734189e+17,841847324.4342673,0.024715,[-0.073 ~ 0.122],-669510.356627,final size35 f regression
8476,Ridge,Affinity Data Value,kd,1090719926021.4474,63142.66192584366,0.20947,[0.114 ~ 0.301],-0.026875,final size35 f regression
8477,Lasso,Affinity Data Value,kd,1090740548888.4838,39493.402514836926,0.23077,[0.136 ~ 0.321],-0.026895,final size35 f regression
8478,ElasticNet,Affinity Data Value,kd,1098247676514.6597,24417.05163517878,0.248596,[0.155 ~ 0.338],-0.033962,final size35 f regression
8479,SVR,Affinity Data Value,kd,1131433854806.1157,46.260692822305344,0.337147,[0.248 ~ 0.421],-0.065206,final size35 f regression
8480,DecisionTree,Affinity Data Value,kd,1110913225602.1636,209376.61044408058,0.096373,[-0.001 ~ 0.192],-0.045886,final size35 f regression
8481,RandomForest,Affinity Data Value,kd,1057718305569.5399,118479.4161811805,0.220977,[0.126 ~ 0.312],0.004195,final size35 f regression
8482,XGBoost,Affinity Data Value,kd,1093323769814.497,89689.171875,0.174703,[0.078 ~ 0.268],-0.029327,final size35 f regression
8483,linearRegression,Affinity Data Value,kd,7.117117708510935e+17,842187167.1177949,0.024713,[-0.073 ~ 0.122],-670051.08167,GAP size35 f regression
8484,Ridge,Affinity Data Value,kd,1093288629354.1699,57486.973291879825,0.199408,[0.104 ~ 0.291],-0.029294,GAP size35 f regression
8485,Lasso,Affinity Data Value,kd,1093152969761.7203,57002.9083971349,0.203193,[0.108 ~ 0.295],-0.029166,GAP size35 f regression
8486,ElasticNet,Affinity Data Value,kd,1095824017106.2838,24640.792472614652,0.271603,[0.179 ~ 0.36],-0.031681,GAP size35 f regression
8487,SVR,Affinity Data Value,kd,1131430404470.8416,52.13793705537894,0.342403,[0.253 ~ 0.426],-0.065203,GAP size35 f regression
8488,DecisionTree,Affinity Data Value,kd,1076106120095.1707,145265.6323798317,0.191159,[0.095 ~ 0.284],-0.013117,GAP size35 f regression
8489,RandomForest,Affinity Data Value,kd,1055063479635.196,117632.34376765853,0.251861,[0.158 ~ 0.341],0.006694,GAP size35 f regression
8490,XGBoost,Affinity Data Value,kd,1082116506997.0562,102048.9609375,0.22048,[0.126 ~ 0.311],-0.018775,GAP size35 f regression
8491,linearRegression,Affinity Data Value,kd,1092005907170.6636,47583.798931664605,0.262801,[0.17 ~ 0.351],-0.028086,slim size35 f regression
8492,Ridge,Affinity Data Value,kd,1091323526746.6921,46589.34381436168,0.269195,[0.176 ~ 0.357],-0.027443,slim size35 f regression
8493,Lasso,Affinity Data Value,kd,1089379952471.8864,43694.727125500096,0.289385,[0.197 ~ 0.376],-0.025614,slim size35 f regression
8494,ElasticNet,Affinity Data Value,kd,1095901093837.2373,19985.270136184474,0.328597,[0.239 ~ 0.413],-0.031753,slim size35 f regression
8495,SVR,Affinity Data Value,kd,1131436663659.5571,43.32640669588876,0.377462,[0.291 ~ 0.458],-0.065209,slim size35 f regression
8496,DecisionTree,Affinity Data Value,kd,1258214158852.6355,420149.2465780207,0.021086,[-0.077 ~ 0.118],-0.184565,slim size35 f regression
8497,RandomForest,Affinity Data Value,kd,1069310679643.4877,117954.11731320438,0.194546,[0.099 ~ 0.287],-0.006719,slim size35 f regression
8498,XGBoost,Affinity Data Value,kd,1100985428790.9236,105514.5,0.103771,[0.006 ~ 0.199],-0.03654,slim size35 f regression
8499,linearRegression,Affinity Data Value,kd,6.951687792138519e+17,832341617.2668551,0.024711,[-0.073 ~ 0.122],-654476.425696,final size35 r regression
8500,Ridge,Affinity Data Value,kd,1093985743543.0143,56881.24470273184,0.163177,[0.067 ~ 0.257],-0.02995,final size35 r regression
8501,Lasso,Affinity Data Value,kd,1095181525102.6677,45142.61663321021,0.18615,[0.09 ~ 0.279],-0.031076,final size35 r regression
8502,ElasticNet,Affinity Data Value,kd,1104837115704.2058,17530.85581525788,0.112761,[0.015 ~ 0.208],-0.040166,final size35 r regression
8503,SVR,Affinity Data Value,kd,1131447313780.2727,24.526520394910097,0.327587,[0.238 ~ 0.412],-0.065219,final size35 r regression
8504,DecisionTree,Affinity Data Value,kd,1136078051860.488,148182.12377309127,-0.005181,[-0.103 ~ 0.093],-0.069578,final size35 r regression
8505,RandomForest,Affinity Data Value,kd,1072188525313.9067,62521.225454243395,0.312148,[0.221 ~ 0.398],-0.009429,final size35 r regression
8506,XGBoost,Affinity Data Value,kd,1086521939376.2434,107294.2578125,0.175456,[0.079 ~ 0.268],-0.022923,final size35 r regression
8507,linearRegression,Affinity Data Value,kd,6.892881432162662e+17,828813735.2125939,0.024713,[-0.073 ~ 0.122],-648940.009758,GAP size35 r regression
8508,Ridge,Affinity Data Value,kd,1090998769031.8555,58567.5113820219,0.181818,[0.086 ~ 0.275],-0.027138,GAP size35 r regression
8509,Lasso,Affinity Data Value,kd,1093015199530.3654,27248.92637492877,0.277452,[0.185 ~ 0.365],-0.029036,GAP size35 r regression
8510,ElasticNet,Affinity Data Value,kd,1104378105949.07,16616.853377284264,0.129204,[0.032 ~ 0.224],-0.039734,GAP size35 r regression
8511,SVR,Affinity Data Value,kd,1131446792654.311,24.41822004610078,0.335718,[0.246 ~ 0.42],-0.065218,GAP size35 r regression
8512,DecisionTree,Affinity Data Value,kd,1103686846431.9324,104684.49972352268,0.108641,[0.011 ~ 0.204],-0.039083,GAP size35 r regression
8513,RandomForest,Affinity Data Value,kd,1080427336798.5437,73869.38628271646,0.212712,[0.118 ~ 0.304],-0.017185,GAP size35 r regression
8514,XGBoost,Affinity Data Value,kd,1108481551995.9084,82578.921875,0.072123,[-0.026 ~ 0.169],-0.043597,GAP size35 r regression
8515,linearRegression,Affinity Data Value,kd,1092005907170.6636,47583.7989316646,0.262801,[0.17 ~ 0.351],-0.028086,slim size35 r regression
8516,Ridge,Affinity Data Value,kd,1091323526746.7605,46589.34381427551,0.269195,[0.176 ~ 0.357],-0.027443,slim size35 r regression
8517,Lasso,Affinity Data Value,kd,1089920725328.0875,44990.080626374765,0.279986,[0.187 ~ 0.368],-0.026123,slim size35 r regression
8518,ElasticNet,Affinity Data Value,kd,1095901093837.2373,19985.270136184467,0.328597,[0.239 ~ 0.413],-0.031753,slim size35 r regression
8519,SVR,Affinity Data Value,kd,1131436663659.5571,43.32640669588878,0.377462,[0.291 ~ 0.458],-0.065209,slim size35 r regression
8520,DecisionTree,Affinity Data Value,kd,1284759060401.6687,427128.08577931166,-0.003375,[-0.101 ~ 0.094],-0.209556,slim size35 r regression
8521,RandomForest,Affinity Data Value,kd,1069672765771.0748,104006.75943171537,0.209282,[0.114 ~ 0.301],-0.00706,slim size35 r regression
8522,XGBoost,Affinity Data Value,kd,1100985428790.9238,105514.5,0.103771,[0.006 ~ 0.199],-0.03654,slim size35 r regression
8523,linearRegression,Affinity Data Value,kd,1092328059749.1641,50649.25376501103,0.20793,[0.113 ~ 0.299],-0.028389,final size35 mutual info regression
8524,Ridge,Affinity Data Value,kd,1092253338115.6693,48827.30677943159,0.217784,[0.123 ~ 0.309],-0.028319,final size35 mutual info regression
8525,Lasso,Affinity Data Value,kd,1092274861760.2285,31210.21423797892,0.301328,[0.21 ~ 0.388],-0.028339,final size35 mutual info regression
8526,ElasticNet,Affinity Data Value,kd,1099099371524.9675,17216.86326079427,0.308647,[0.218 ~ 0.394],-0.034764,final size35 mutual info regression
8527,SVR,Affinity Data Value,kd,1131441277501.5793,40.06398710740935,0.325775,[0.236 ~ 0.41],-0.065213,final size35 mutual info regression
8528,DecisionTree,Affinity Data Value,kd,1578341903241.9688,684693.4112278348,-0.023021,[-0.12 ~ 0.075],-0.485954,final size35 mutual info regression
8529,RandomForest,Affinity Data Value,kd,1062053135767.8698,169320.3644493638,0.172248,[0.076 ~ 0.265],0.000114,final size35 mutual info regression
8530,XGBoost,Affinity Data Value,kd,1088216884644.6718,153310.1875,0.150275,[0.053 ~ 0.244],-0.024519,final size35 mutual info regression
8531,linearRegression,Affinity Data Value,kd,1092921426448.9822,42205.6435523414,0.249859,[0.156 ~ 0.339],-0.028948,GAP size35 mutual info regression
8532,Ridge,Affinity Data Value,kd,1092121914118.2415,41364.24024023122,0.257339,[0.164 ~ 0.346],-0.028195,GAP size35 mutual info regression
8533,Lasso,Affinity Data Value,kd,1089893993541.6011,34941.3865803131,0.300148,[0.209 ~ 0.386],-0.026098,GAP size35 mutual info regression
8534,ElasticNet,Affinity Data Value,kd,1097059846700.4813,17882.77104652671,0.32392,[0.234 ~ 0.409],-0.032844,GAP size35 mutual info regression
8535,SVR,Affinity Data Value,kd,1131436447833.9724,47.83015979755195,0.325989,[0.236 ~ 0.411],-0.065208,GAP size35 mutual info regression
8536,DecisionTree,Affinity Data Value,kd,1186290248466.092,355101.412623177,0.051602,[-0.046 ~ 0.148],-0.116851,GAP size35 mutual info regression
8537,RandomForest,Affinity Data Value,kd,1071919712554.1965,147786.91140951583,0.160921,[0.064 ~ 0.255],-0.009175,GAP size35 mutual info regression
8538,XGBoost,Affinity Data Value,kd,1102051306638.201,113184.015625,0.097662,[0.0 ~ 0.193],-0.037543,GAP size35 mutual info regression
8539,linearRegression,Affinity Data Value,kd,1092005907170.6636,47583.79893166463,0.262801,[0.17 ~ 0.351],-0.028086,slim size35 mutual info regression
8540,Ridge,Affinity Data Value,kd,1091323526746.7103,46589.34381433627,0.269195,[0.176 ~ 0.357],-0.027443,slim size35 mutual info regression
8541,Lasso,Affinity Data Value,kd,1089465359427.0815,43901.589572054174,0.287814,[0.196 ~ 0.375],-0.025694,slim size35 mutual info regression
8542,ElasticNet,Affinity Data Value,kd,1095901093837.237,19985.270136184477,0.328597,[0.239 ~ 0.413],-0.031753,slim size35 mutual info regression
8543,SVR,Affinity Data Value,kd,1131436663659.5571,43.32640669588877,0.377462,[0.291 ~ 0.458],-0.065209,slim size35 mutual info regression
8544,DecisionTree,Affinity Data Value,kd,1130361621003.5264,126712.44014211318,0.002776,[-0.095 ~ 0.1],-0.064196,slim size35 mutual info regression
8545,RandomForest,Affinity Data Value,kd,1069427832671.9391,89913.76954555807,0.232291,[0.138 ~ 0.323],-0.006829,slim size35 mutual info regression
8546,XGBoost,Affinity Data Value,kd,1100985428790.9236,105514.5,0.103771,[0.006 ~ 0.199],-0.03654,slim size35 mutual info regression
8547,linearRegression,Affinity Data Value,kd,6.970743990650648e+17,833482140.3940601,0.024716,[-0.073 ~ 0.122],-656270.501052,final size40 f regression
8548,Ridge,Affinity Data Value,kd,1089553252212.4908,63500.62706168708,0.212809,[0.118 ~ 0.304],-0.025777,final size40 f regression
8549,Lasso,Affinity Data Value,kd,1089881317140.2678,45960.159373859846,0.226833,[0.132 ~ 0.317],-0.026086,final size40 f regression
8550,ElasticNet,Affinity Data Value,kd,1097486919231.7495,24870.297674459198,0.255064,[0.161 ~ 0.344],-0.033246,final size40 f regression
8551,SVR,Affinity Data Value,kd,1131434336754.0227,42.57535563918898,0.34967,[0.261 ~ 0.433],-0.065206,final size40 f regression
8552,DecisionTree,Affinity Data Value,kd,1531941515885.819,718485.6447073047,0.043836,[-0.054 ~ 0.141],-0.44227,final size40 f regression
8553,RandomForest,Affinity Data Value,kd,1069595188609.5608,143412.21740358687,0.165188,[0.069 ~ 0.259],-0.006987,final size40 f regression
8554,XGBoost,Affinity Data Value,kd,1116200827675.3767,171981.421875,0.068133,[-0.03 ~ 0.165],-0.050865,final size40 f regression
8555,linearRegression,Affinity Data Value,kd,6.890263154152463e+17,828657323.637912,0.024716,[-0.073 ~ 0.122],-648693.507915,GAP size40 f regression
8556,Ridge,Affinity Data Value,kd,1093415172676.1187,63537.72274602058,0.207176,[0.112 ~ 0.299],-0.029413,GAP size40 f regression
8557,Lasso,Affinity Data Value,kd,1088523994333.8838,42363.744970642554,0.243274,[0.149 ~ 0.333],-0.024808,GAP size40 f regression
8558,ElasticNet,Affinity Data Value,kd,1095397253850.1599,25363.82959090531,0.276705,[0.184 ~ 0.364],-0.031279,GAP size40 f regression
8559,SVR,Affinity Data Value,kd,1131430850455.125,47.815093691852375,0.354075,[0.266 ~ 0.437],-0.065203,GAP size40 f regression
8560,DecisionTree,Affinity Data Value,kd,1091359346613.2996,100052.81754710371,0.161591,[0.065 ~ 0.255],-0.027477,GAP size40 f regression
8561,RandomForest,Affinity Data Value,kd,1073696829608.3422,135914.21044002468,0.160769,[0.064 ~ 0.254],-0.010849,GAP size40 f regression
8562,XGBoost,Affinity Data Value,kd,1104934316791.2124,101486.0703125,0.130577,[0.033 ~ 0.225],-0.040258,GAP size40 f regression
8563,linearRegression,Affinity Data Value,kd,6.950278767505422e+17,832257486.644464,0.024712,[-0.073 ~ 0.122],-654343.770887,final size40 r regression
8564,Ridge,Affinity Data Value,kd,1097139177919.582,81726.30665368363,0.125204,[0.028 ~ 0.22],-0.032919,final size40 r regression
8565,Lasso,Affinity Data Value,kd,1095025839724.4246,27181.18461483612,0.241266,[0.147 ~ 0.331],-0.030929,final size40 r regression
8566,ElasticNet,Affinity Data Value,kd,1104998187915.0078,23549.483622026542,0.0946,[-0.003 ~ 0.19],-0.040318,final size40 r regression
8567,SVR,Affinity Data Value,kd,1131447283296.5352,22.33946584512744,0.320583,[0.23 ~ 0.406],-0.065219,final size40 r regression
8568,DecisionTree,Affinity Data Value,kd,1134466347764.5679,148352.09029372098,-0.001176,[-0.099 ~ 0.096],-0.068061,final size40 r regression
8569,RandomForest,Affinity Data Value,kd,1080225748364.6165,66193.34961182666,0.239012,[0.145 ~ 0.329],-0.016995,final size40 r regression
8570,XGBoost,Affinity Data Value,kd,1087180681343.2415,108553.453125,0.166931,[0.07 ~ 0.26],-0.023543,final size40 r regression
8571,linearRegression,Affinity Data Value,kd,6.891602177880086e+17,828737063.1575078,0.024714,[-0.073 ~ 0.122],-648819.57238,GAP size40 r regression
8572,Ridge,Affinity Data Value,kd,1094977572620.5746,87801.56260136384,0.13273,[0.036 ~ 0.227],-0.030884,GAP size40 r regression
8573,Lasso,Affinity Data Value,kd,1094577196795.3978,22199.673891301576,0.303415,[0.212 ~ 0.39],-0.030507,GAP size40 r regression
8574,ElasticNet,Affinity Data Value,kd,1104523590654.6345,22434.031197714885,0.106339,[0.009 ~ 0.202],-0.039871,GAP size40 r regression
8575,SVR,Affinity Data Value,kd,1131447452321.4097,22.34750345651326,0.3281,[0.238 ~ 0.413],-0.065219,GAP size40 r regression
8576,DecisionTree,Affinity Data Value,kd,1120467277739.5408,162971.29320781305,0.052691,[-0.045 ~ 0.15],-0.054881,GAP size40 r regression
8577,RandomForest,Affinity Data Value,kd,1077729100081.1903,68840.85560917869,0.248807,[0.155 ~ 0.338],-0.014645,GAP size40 r regression
8578,XGBoost,Affinity Data Value,kd,1097991371166.7684,99942.03125,0.122994,[0.026 ~ 0.218],-0.033721,GAP size40 r regression
8579,linearRegression,Affinity Data Value,kd,1092343052291.9746,47601.42555457473,0.204618,[0.109 ~ 0.296],-0.028403,final size40 mutual info regression
8580,Ridge,Affinity Data Value,kd,1092512178724.0724,45214.83426787644,0.218454,[0.123 ~ 0.309],-0.028563,final size40 mutual info regression
8581,Lasso,Affinity Data Value,kd,1092336776464.7673,28318.668502927274,0.303823,[0.212 ~ 0.39],-0.028397,final size40 mutual info regression
8582,ElasticNet,Affinity Data Value,kd,1099171290937.687,17002.035676856707,0.306345,[0.215 ~ 0.392],-0.034832,final size40 mutual info regression
8583,SVR,Affinity Data Value,kd,1131442209134.489,37.38574492096683,0.332939,[0.243 ~ 0.417],-0.065214,final size40 mutual info regression
8584,DecisionTree,Affinity Data Value,kd,1352364599555.9048,530929.2262148454,0.017648,[-0.08 ~ 0.115],-0.273205,final size40 mutual info regression
8585,RandomForest,Affinity Data Value,kd,1082898080179.6594,173412.97375209982,0.113096,[0.016 ~ 0.208],-0.019511,final size40 mutual info regression
8586,XGBoost,Affinity Data Value,kd,1088403709109.382,133716.1875,0.140561,[0.044 ~ 0.235],-0.024695,final size40 mutual info regression
8587,linearRegression,Affinity Data Value,kd,1093805503494.9791,43008.67624908419,0.249613,[0.156 ~ 0.339],-0.02978,GAP size40 mutual info regression
8588,Ridge,Affinity Data Value,kd,1092738068601.6234,42033.91761170257,0.258051,[0.165 ~ 0.347],-0.028775,GAP size40 mutual info regression
8589,Lasso,Affinity Data Value,kd,1089864196404.3419,34370.39150359323,0.300746,[0.209 ~ 0.387],-0.02607,GAP size40 mutual info regression
8590,ElasticNet,Affinity Data Value,kd,1096290181490.2299,18871.326035518738,0.323145,[0.233 ~ 0.408],-0.032119,GAP size40 mutual info regression
8591,SVR,Affinity Data Value,kd,1131434003531.9966,49.13242460249342,0.331091,[0.241 ~ 0.415],-0.065206,GAP size40 mutual info regression
8592,DecisionTree,Affinity Data Value,kd,1068807531741.175,191388.3728219071,0.180099,[0.084 ~ 0.273],-0.006245,GAP size40 mutual info regression
8593,RandomForest,Affinity Data Value,kd,1075829155980.5597,134562.9333096523,0.155866,[0.059 ~ 0.25],-0.012856,GAP size40 mutual info regression
8594,XGBoost,Affinity Data Value,kd,1102987692485.4067,109748.1953125,0.101612,[0.004 ~ 0.197],-0.038425,GAP size40 mutual info regression
8595,linearRegression,Affinity Data Value,kd,6.608934339607328e+17,811564479.8561014,0.024718,[-0.073 ~ 0.122],-622207.370473,final size45 f regression
8596,Ridge,Affinity Data Value,kd,1087529192695.9818,64215.6501876329,0.231879,[0.137 ~ 0.322],-0.023871,final size45 f regression
8597,Lasso,Affinity Data Value,kd,1089066999660.3359,48330.89499128887,0.232682,[0.138 ~ 0.323],-0.025319,final size45 f regression
8598,ElasticNet,Affinity Data Value,kd,1097102275607.1732,24870.87749953796,0.259986,[0.167 ~ 0.349],-0.032884,final size45 f regression
8599,SVR,Affinity Data Value,kd,1131435864281.8628,41.286691587816776,0.338946,[0.25 ~ 0.423],-0.065208,final size45 f regression
8600,DecisionTree,Affinity Data Value,kd,1426817092740.6604,605138.194061901,0.023361,[-0.074 ~ 0.121],-0.343299,final size45 f regression
8601,RandomForest,Affinity Data Value,kd,1080518278948.6395,151875.23318514784,0.13027,[0.033 ~ 0.225],-0.017271,final size45 f regression
8602,XGBoost,Affinity Data Value,kd,1097123403334.3378,131085.265625,0.124664,[0.027 ~ 0.22],-0.032904,final size45 f regression
8603,linearRegression,Affinity Data Value,kd,6.804696613185381e+17,823496102.6843294,0.024716,[-0.073 ~ 0.122],-640637.713246,GAP size45 f regression
8604,Ridge,Affinity Data Value,kd,1092229378553.9768,64842.27646739219,0.208911,[0.114 ~ 0.3],-0.028296,GAP size45 f regression
8605,Lasso,Affinity Data Value,kd,1092597285626.6913,64169.43839927639,0.210636,[0.115 ~ 0.302],-0.028643,GAP size45 f regression
8606,ElasticNet,Affinity Data Value,kd,1094899766253.0792,25401.582621980862,0.280725,[0.188 ~ 0.368],-0.03081,GAP size45 f regression
8607,SVR,Affinity Data Value,kd,1131431324043.1487,43.908899051577606,0.365182,[0.277 ~ 0.447],-0.065204,GAP size45 f regression
8608,DecisionTree,Affinity Data Value,kd,1116980997974.343,95029.49525087421,0.048473,[-0.049 ~ 0.145],-0.051599,GAP size45 f regression
8609,RandomForest,Affinity Data Value,kd,1074578552184.071,107427.84035727328,0.181402,[0.085 ~ 0.274],-0.011679,GAP size45 f regression
8610,XGBoost,Affinity Data Value,kd,1104327162786.001,99051.6171875,0.128916,[0.032 ~ 0.224],-0.039686,GAP size45 f regression
8611,linearRegression,Affinity Data Value,kd,6.952426152409107e+17,832385983.5658467,0.024712,[-0.073 ~ 0.122],-654545.939769,final size45 r regression
8612,Ridge,Affinity Data Value,kd,1095982665655.2623,75237.14890288106,0.134382,[0.037 ~ 0.229],-0.03183,final size45 r regression
8613,Lasso,Affinity Data Value,kd,1095425181329.0895,25538.75302915351,0.24811,[0.154 ~ 0.338],-0.031305,final size45 r regression
8614,ElasticNet,Affinity Data Value,kd,1104953534813.6838,23280.042044003698,0.095995,[-0.002 ~ 0.192],-0.040276,final size45 r regression
8615,SVR,Affinity Data Value,kd,1131448787031.599,20.820049926889517,0.319911,[0.229 ~ 0.405],-0.06522,final size45 r regression
8616,DecisionTree,Affinity Data Value,kd,1138029639710.877,152146.32887069424,-0.013878,[-0.111 ~ 0.084],-0.071416,final size45 r regression
8617,RandomForest,Affinity Data Value,kd,1081443629534.6517,65852.25022245635,0.230897,[0.136 ~ 0.321],-0.018142,final size45 r regression
8618,XGBoost,Affinity Data Value,kd,1092160940225.4252,103382.1484375,0.153269,[0.056 ~ 0.247],-0.028232,final size45 r regression
8619,linearRegression,Affinity Data Value,kd,6.89408928249845e+17,828886534.7638865,0.024714,[-0.073 ~ 0.122],-649053.7247,GAP size45 r regression
8620,Ridge,Affinity Data Value,kd,1093867698540.8035,81876.82508503579,0.14095,[0.044 ~ 0.235],-0.029839,GAP size45 r regression
8621,Lasso,Affinity Data Value,kd,1092579146203.5204,28823.741543005995,0.270573,[0.178 ~ 0.359],-0.028626,GAP size45 r regression
8622,ElasticNet,Affinity Data Value,kd,1104486874849.2185,22217.732315259942,0.107632,[0.01 ~ 0.203],-0.039836,GAP size45 r regression
8623,SVR,Affinity Data Value,kd,1131449663479.9001,20.80168829796623,0.327115,[0.237 ~ 0.412],-0.065221,GAP size45 r regression
8624,DecisionTree,Affinity Data Value,kd,1110417952062.2795,132019.37668805555,0.07329,[-0.025 ~ 0.17],-0.04542,GAP size45 r regression
8625,RandomForest,Affinity Data Value,kd,1084644901439.4075,67204.23357001143,0.20453,[0.109 ~ 0.296],-0.021156,GAP size45 r regression
8626,XGBoost,Affinity Data Value,kd,1090998818828.1837,105934.46875,0.153271,[0.056 ~ 0.247],-0.027138,GAP size45 r regression
8627,linearRegression,Affinity Data Value,kd,1091971448828.8982,49365.05823185353,0.231717,[0.137 ~ 0.322],-0.028053,final size45 mutual info regression
8628,Ridge,Affinity Data Value,kd,1092171172524.1759,47328.835968470295,0.239986,[0.146 ~ 0.33],-0.028241,final size45 mutual info regression
8629,Lasso,Affinity Data Value,kd,1091786876124.9185,40982.47704274634,0.276838,[0.184 ~ 0.365],-0.02788,final size45 mutual info regression
8630,ElasticNet,Affinity Data Value,kd,1098575329916.0804,18154.89356704373,0.307561,[0.216 ~ 0.393],-0.034271,final size45 mutual info regression
8631,SVR,Affinity Data Value,kd,1131445189326.2014,35.867605885224165,0.320653,[0.23 ~ 0.406],-0.065217,final size45 mutual info regression
